fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude,population2019
1001,AL,"Autauga County, AL",58233,27.7,32.53638,-86.64449,55869
1003,AL,"Baldwin County, AL",59871,31.3,30.65922,-87.746067,223234
1005,AL,"Barbour County, AL",35972,12.2,31.87067,-85.405456,24686
1007,AL,"Bibb County, AL",47918,11.5,33.01589,-87.127148,22394
1009,AL,"Blount County, AL",52902,12.6,33.97745,-86.567246,57826
1011,AL,"Bullock County, AL",31906,13.3,32.10176,-85.717261,10101
1013,AL,"Butler County, AL",39944,16.1,31.75167,-86.681969,19448
1015,AL,"Calhoun County, AL",47747,18,33.77171,-85.822513,113605
1017,AL,"Chambers County, AL",42015,13.2,32.91794,-85.391812,33254
1019,AL,"Cherokee County, AL",45982,12.9,34.06952,-85.654242,26196
1021,AL,"Chilton County, AL",49692,14.2,32.85406,-86.726628,44428
1023,AL,"Choctaw County, AL",39808,13,31.99101,-88.248887,12589
1025,AL,"Clarke County, AL",43822,12.6,31.68552,-87.818624,23622
1027,AL,"Clay County, AL",40562,10.2,33.26781,-85.862051,13235
1029,AL,"Cleburne County, AL",51276,13.7,33.67198,-85.516109,14910
1031,AL,"Coffee County, AL",57299,23.4,31.40218,-85.989201,52342
1033,AL,"Colbert County, AL",46683,18.7,34.70311,-87.801457,55241
1035,AL,"Conecuh County, AL",41539,10.7,31.42829,-86.992029,12067
1037,AL,"Coosa County, AL",42024,11.6,32.93145,-86.243482,10663
1039,AL,"Covington County, AL",44836,14.9,31.24399,-86.448721,37049
1041,AL,"Crenshaw County, AL",43309,15.6,31.73283,-86.319222,13772
1043,AL,"Cullman County, AL",50897,13.7,34.13192,-86.869267,83768
1045,AL,"Dale County, AL",45120,17,31.43065,-85.609476,49172
1047,AL,"Dallas County, AL",34034,15.1,32.33354,-87.114356,37196
1049,AL,"DeKalb County, AL",44277,12.7,34.46093,-85.803992,71513
1051,AL,"Elmore County, AL",62310,24.5,32.59723,-86.142739,81209
1053,AL,"Escambia County, AL",42712,12.7,31.12175,-87.168429,36633
1055,AL,"Etowah County, AL",43047,17.7,34.04764,-86.03442,102268
1057,AL,"Fayette County, AL",44212,12.9,33.73225,-87.752049,16302
1059,AL,"Franklin County, AL",44874,12.9,34.44199,-87.842815,31362
1061,AL,"Geneva County, AL",43089,11.1,31.09087,-85.824346,26271
1063,AL,"Greene County, AL",28699,10.1,32.8445,-87.964201,8111
1065,AL,"Hale County, AL",40745,14.1,32.7528,-87.623061,14651
1067,AL,"Henry County, AL",48597,18,31.51698,-85.239971,17205
1069,AL,"Houston County, AL",50138,21,31.15819,-85.296398,105882
1071,AL,"Jackson County, AL",44322,14.2,34.76352,-85.9774,51626
1073,AL,"Jefferson County, AL",54127,32.4,33.55344,-86.896536,658573
1075,AL,"Lamar County, AL",42686,12.5,33.78709,-88.087431,13805
1077,AL,"Lauderdale County, AL",48188,23.9,34.90412,-87.650997,92729
1079,AL,"Lawrence County, AL",47797,11.7,34.52978,-87.321865,32924
1081,AL,"Lee County, AL",54160,34.1,32.60406,-85.353048,164542
1083,AL,"Limestone County, AL",64729,25.5,34.81024,-86.9814,98915
1085,AL,"Lowndes County, AL",33930,14.1,32.14789,-86.650586,9726
1087,AL,"Macon County, AL",34281,20.7,32.38703,-85.692887,18068
1089,AL,"Madison County, AL",68609,41.7,34.76424,-86.55108,372909
1091,AL,"Marengo County, AL",38838,15.4,32.24759,-87.791091,18863
1093,AL,"Marion County, AL",44675,13.1,34.13822,-87.881551,29709
1095,AL,"Marshall County, AL",48913,19.2,34.30956,-86.321668,96774
1097,AL,"Mobile County, AL",49492,22.9,30.68457,-88.196568,413210
1099,AL,"Monroe County, AL",40005,14.1,31.58033,-87.383266,20733
1101,AL,"Montgomery County, AL",52711,32.1,32.20365,-86.203831,226486
1103,AL,"Morgan County, AL",54355,21.7,34.45448,-86.846402,119679
1105,AL,"Perry County, AL",29572,15.7,32.63901,-87.293827,8923
1107,AL,"Pickens County, AL",40249,13.5,33.29681,-88.096878,19930
1109,AL,"Pike County, AL",41271,23.6,31.79873,-85.941997,33114
1111,AL,"Randolph County, AL",42922,14.9,33.29648,-85.464068,22722
1113,AL,"Russell County, AL",43670,16.5,32.28981,-85.18698,57961
1115,AL,"St. Clair County, AL",65403,16.5,33.71296,-86.315663,89512
1117,AL,"Shelby County, AL",77801,42.1,33.26294,-86.678104,217702
1119,AL,"Sumter County, AL",29209,21.8,32.59748,-88.200057,12427
1121,AL,"Talladega County, AL",47719,14.3,33.36928,-86.175805,79978
1123,AL,"Tallapoosa County, AL",47100,18.3,32.86337,-85.799553,40367
1125,AL,"Tuscaloosa County, AL",52307,30.3,33.2902,-87.52286,209355
1127,AL,"Walker County, AL",45991,11.6,33.79157,-87.301092,63521
1129,AL,"Washington County, AL",48864,11.1,31.40697,-88.202078,16326
1131,AL,"Wilcox County, AL",30998,12.5,31.99033,-87.302205,10373
1133,AL,"Winston County, AL",40827,13.5,34.15589,-87.364147,23629
2013,AK,"Aleutians East Borough, AK",66923,12.7,55.24372,-161.950749,3337
2016,AK,"Aleutians West Census Area, AK",84726,16.4,51.95945,-178.338813,5634
2020,AK,"Anchorage Borough/municipality, AK",82512,35.3,61.17755,-149.274354,288000
2050,AK,"Bethel Census Area, AK",48262,12.3,60.92892,-160.15335,18386
2060,AK,"Bristol Bay Borough, AK",87950,22.3,58.73137,-156.986612,836
2068,AK,"Denali Borough, AK",78434,43.5,63.68273,-150.026719,2097
2070,AK,"Dillingham Census Area, AK",57436,19.3,59.82482,-158.602233,4916
2090,AK,"Fairbanks North Star Borough, AK",74076,32.6,64.69083,-146.599867,96849
2100,AK,"Haines Borough, AK",62548,37.4,59.09991,-135.578102,2530
2105,AK,"Hoonah-Angoon Census Area, AK",53141,23.4,58.07643,-135.1851,2148
2110,AK,"Juneau Borough/city, AK",85419,39.5,58.3727,-134.178781,31974
2122,AK,"Kenai Peninsula Borough, AK",68625,23.3,60.36637,-152.321973,58708
2130,AK,"Ketchikan Gateway Borough, AK",75706,24.5,55.44994,-131.106685,13901
2150,AK,"Kodiak Island Borough, AK",79669,26,57.55361,-153.630911,12998
2164,AK,"Lake and Peninsula Borough, AK",51693,15.8,58.20507,-156.705188,1592
2170,AK,"Matanuska-Susitna Borough, AK",75856,21.2,62.18217,-149.407974,108317
2180,AK,"Nome Census Area, AK",58464,14.6,64.78369,-164.188912,10004
2185,AK,"North Slope Borough, AK",84784,16.6,69.44934,-153.47283,9832
2188,AK,"Northwest Arctic Borough, AK",61660,11.7,67.00507,-160.021086,7621
2195,AK,"Petersburg Borough, AK",71296,27.6,56.63961,-133.527996,3266
2198,AK,"Prince of Wales-Hyder Census Area, AK",50049,17.6,55.41568,-132.875734,6203
2220,AK,"Sitka Borough/city, AK",80660,32.6,57.14251,-135.332624,8493
2230,AK,"Skagway Municipality, AK",74898,33.7,59.5751,-135.335418,1183
2240,AK,"Southeast Fairbanks Census Area, AK",69646,19.1,63.865,-143.218628,6893
2261,AK,"Valdez-Cordova Census Area, AK",74574,30.6,61.34984,-145.023141,9202
2275,AK,"Wrangell Borough/city, AK",62496,20.7,56.27912,-132.040326,2502
2282,AK,"Yakutat Borough/city, AK",61587,20,59.99908,-140.239593,579
2290,AK,"Yukon-Koyukuk Census Area, AK",42063,13.4,65.37613,-151.576855,5230
4001,AZ,"Apache County, AZ",35386,11.7,35.38585,-109.493747,71887
4003,AZ,"Cochise County, AZ",48650,23,31.88179,-109.75412,125922
4005,AZ,"Coconino County, AZ",58301,35.6,35.82969,-111.773728,143476
4007,AZ,"Gila County, AZ",45980,18.5,33.78962,-110.81187,54018
4009,AZ,"Graham County, AZ",50685,15.3,32.93183,-109.87831,38837
4011,AZ,"Greenlee County, AZ",68066,11.9,33.23887,-109.242323,9498
4012,AZ,"La Paz County, AZ",39407,12.4,33.72763,-114.038793,21108
4013,AZ,"Maricopa County, AZ",68634,32,33.34654,-112.495534,4485414
4015,AZ,"Mohave County, AZ",49712,12.9,35.71771,-113.749689,212181
4017,AZ,"Navajo County, AZ",40676,15.8,35.39093,-110.320908,110924
4019,AZ,"Pima County, AZ",56150,31.9,32.12824,-111.783018,1047279
4021,AZ,"Pinal County, AZ",62067,19,32.91891,-111.367257,462789
4023,AZ,"Santa Cruz County, AZ",47779,21,31.5259,-110.84519,46498
4025,AZ,"Yavapai County, AZ",54242,25.2,34.63004,-112.573745,235099
4027,AZ,"Yuma County, AZ",47024,14.8,32.77394,-113.910905,213787
5001,AR,"Arkansas County, AR",52539,15.5,34.28957,-91.376547,17486
5003,AR,"Ashley County, AR",47744,13.2,33.19084,-91.772267,19657
5005,AR,"Baxter County, AR",41950,18.3,36.28071,-92.330438,41932
5007,AR,"Benton County, AR",70775,32.4,36.33783,-94.256187,279141
5009,AR,"Boone County, AR",50083,16,36.30431,-93.079204,37432
5011,AR,"Bradley County, AR",39982,15.2,33.46382,-92.168164,10763
5013,AR,"Calhoun County, AR",48415,12.1,33.56046,-92.513879,5189
5015,AR,"Carroll County, AR",43841,20.4,36.33777,-93.541663,28380
5017,AR,"Chicot County, AR",37014,14.7,33.26714,-91.297158,10118
5019,AR,"Clark County, AR",44105,27.6,34.05331,-93.176205,22320
5021,AR,"Clay County, AR",40686,11.6,36.3673,-90.418704,14551
5023,AR,"Cleburne County, AR",46214,14.9,35.56629,-92.059974,24919
5025,AR,"Cleveland County, AR",53773,16.2,33.8932,-92.188714,7956
5027,AR,"Columbia County, AR",42964,20.6,33.21507,-93.226901,23457
5029,AR,"Conway County, AR",46924,16,35.2657,-92.689248,20846
5031,AR,"Craighead County, AR",47766,26.3,35.82827,-90.630411,110332
5033,AR,"Crawford County, AR",44600,15.3,35.58304,-94.236224,63257
5035,AR,"Crittenden County, AR",41976,18,35.21188,-90.315331,47955
5037,AR,"Cross County, AR",45273,15.4,35.29126,-90.773894,16419
5039,AR,"Dallas County, AR",41314,13.7,33.96782,-92.653999,7009
5041,AR,"Desha County, AR",37005,12.4,33.82875,-91.244427,11361
5043,AR,"Drew County, AR",44162,20.6,33.58724,-91.722778,18219
5045,AR,"Faulkner County, AR",58482,30,35.14636,-92.324654,126007
5047,AR,"Franklin County, AR",45670,11.8,35.50857,-93.887672,17715
5049,AR,"Fulton County, AR",32926,11.8,36.38344,-91.819239,12477
5051,AR,"Garland County, AR",45786,20.2,34.57886,-93.146915,99386
5053,AR,"Grant County, AR",58566,18.3,34.28806,-92.423984,18265
5055,AR,"Greene County, AR",47098,15.9,36.11992,-90.565241,45325
5057,AR,"Hempstead County, AR",40867,15.1,33.72861,-93.665809,21532
5059,AR,"Hot Spring County, AR",45860,14.7,34.31518,-92.944147,33771
5061,AR,"Howard County, AR",41427,14.7,34.08318,-93.990988,13202
5063,AR,"Independence County, AR",47903,18.9,35.7375,-91.559942,37825
5065,AR,"Izard County, AR",40233,13.8,36.09488,-91.913625,13629
5067,AR,"Jackson County, AR",38636,10.2,35.59661,-91.223178,16719
5069,AR,"Jefferson County, AR",40555,17.8,34.2777,-91.930701,66824
5071,AR,"Johnson County, AR",40396,15.8,35.57336,-93.466322,26578
5073,AR,"Lafayette County, AR",37164,16.5,33.24066,-93.611643,6624
5075,AR,"Lawrence County, AR",39604,15,36.0411,-91.101153,16406
5077,AR,"Lee County, AR",30421,8.9,34.77975,-90.779288,8857
5079,AR,"Lincoln County, AR",44272,8.9,33.95767,-91.727624,13024
5081,AR,"Little River County, AR",43257,11.4,33.6995,-94.229774,12259
5083,AR,"Logan County, AR",42249,12.1,35.21855,-93.720563,21466
5085,AR,"Lonoke County, AR",62782,20.3,34.75511,-91.894132,73309
5087,AR,"Madison County, AR",48016,12.5,36.01255,-93.724053,16576
5089,AR,"Marion County, AR",38760,17.2,36.26666,-92.678588,16694
5091,AR,"Miller County, AR",50905,16.6,33.30551,-93.901509,43257
5093,AR,"Mississippi County, AR",39990,12.8,35.76694,-90.052209,40651
5095,AR,"Monroe County, AR",34289,10.5,34.67951,-91.203314,6701
5097,AR,"Montgomery County, AR",39591,10.8,34.54565,-93.664147,8986
5099,AR,"Nevada County, AR",36528,15.4,33.6667,-93.305072,8252
5101,AR,"Newton County, AR",37648,16.2,35.91006,-93.215084,7753
5103,AR,"Ouachita County, AR",46393,16,33.59116,-92.878418,23382
5105,AR,"Perry County, AR",50560,11.9,34.94636,-92.926877,10455
5107,AR,"Phillips County, AR",31521,14,34.42584,-90.848386,17782
5109,AR,"Pike County, AR",44426,14.7,34.15819,-93.658659,10718
5111,AR,"Poinsett County, AR",40536,10.1,35.56898,-90.680595,23528
5113,AR,"Polk County, AR",39722,13.3,34.49092,-94.230884,19964
5115,AR,"Pope County, AR",47519,22,35.4553,-93.031535,64072
5117,AR,"Prairie County, AR",46205,15.1,34.82823,-91.5572,8062
5119,AR,"Pulaski County, AR",52684,34.1,34.77399,-92.316515,391911
5121,AR,"Randolph County, AR",42875,14,36.3413,-91.028441,17958
5123,AR,"St. Francis County, AR",34389,10.6,35.01444,-90.742199,24994
5125,AR,"Saline County, AR",66944,26.1,34.64853,-92.674463,122437
5127,AR,"Scott County, AR",38065,9.1,34.85887,-94.063641,10281
5129,AR,"Searcy County, AR",34712,12.5,35.90966,-92.699351,7881
5131,AR,"Sebastian County, AR",48945,19.7,35.19698,-94.274989,127827
5133,AR,"Sevier County, AR",43493,11.5,33.99461,-94.24329,17007
5135,AR,"Sharp County, AR",37591,11.3,36.1734,-91.471069,17442
5137,AR,"Stone County, AR",36930,12.8,35.85699,-92.140494,12506
5139,AR,"Union County, AR",46602,20.8,33.16822,-92.598145,38682
5141,AR,"Van Buren County, AR",38096,14.1,35.58296,-92.515977,16545
5143,AR,"Washington County, AR",52158,32.8,35.97121,-94.218417,239187
5145,AR,"White County, AR",46388,21.4,35.25472,-91.753158,78753
5147,AR,"Woodruff County, AR",36568,12,35.18907,-91.244418,6320
5149,AR,"Yell County, AR",44469,13.5,34.99771,-93.408303,21341
6001,CA,"Alameda County, CA",107589,46,37.64808,-121.913304,1671329
6003,CA,"Alpine County, CA",58112,30,38.61761,-119.798999,1129
6005,CA,"Amador County, CA",62640,20.3,38.44355,-120.653856,39752
6007,CA,"Butte County, CA",58394,26.5,39.66596,-121.601919,219186
6009,CA,"Calaveras County, CA",68248,18.7,38.18784,-120.555115,45905
6011,CA,"Colusa County, CA",59048,15.4,39.17774,-122.237563,21547
6013,CA,"Contra Costa County, CA",106555,41.7,37.91948,-121.951543,1153526
6015,CA,"Del Norte County, CA",48979,14.3,41.7499,-123.980998,27812
6017,CA,"El Dorado County, CA",86202,33.7,38.78553,-120.534398,192843
6019,CA,"Fresno County, CA",56926,20.7,36.76101,-119.655019,999101
6021,CA,"Glenn County, CA",55682,13.9,39.60255,-122.4017,28393
6023,CA,"Humboldt County, CA",51134,29.8,40.70667,-123.925818,135558
6025,CA,"Imperial County, CA",48102,14.5,33.04082,-115.355395,181215
6027,CA,"Inyo County, CA",59605,26.1,36.56198,-117.403927,18039
6029,CA,"Kern County, CA",53245,16.1,35.34663,-118.729506,900202
6031,CA,"Kings County, CA",57297,13.5,36.07248,-119.81553,152940
6033,CA,"Lake County, CA",46897,15.8,39.0948,-122.746757,64386
6035,CA,"Lassen County, CA",53613,12,40.72109,-120.629931,30573
6037,CA,"Los Angeles County, CA",72721,31.8,34.1964,-118.261862,10039107
6039,CA,"Madera County, CA",61105,14.5,37.21004,-119.749852,157327
6041,CA,"Marin County, CA",112069,58.8,38.05182,-122.745974,258826
6043,CA,"Mariposa County, CA",52760,23.4,37.57003,-119.91286,17203
6045,CA,"Mendocino County, CA",52309,24.7,39.43239,-123.442881,86749
6047,CA,"Merced County, CA",59733,14,37.19481,-120.722802,277680
6049,CA,"Modoc County, CA",45311,15.9,41.59292,-120.71837,8841
6051,CA,"Mono County, CA",66226,30.6,37.91584,-118.875167,14444
6053,CA,"Monterey County, CA",76509,24.5,36.24011,-121.315573,434061
6055,CA,"Napa County, CA",90230,34.9,38.50735,-122.325995,137744
6057,CA,"Nevada County, CA",69550,36.6,39.29519,-120.773446,99755
6059,CA,"Orange County, CA",95761,39.9,33.67569,-117.777207,3175692
6061,CA,"Placer County, CA",97688,38.6,39.06203,-120.722718,398329
6063,CA,"Plumas County, CA",59376,23.5,39.99517,-120.829516,18807
6065,CA,"Riverside County, CA",72905,21.8,33.72983,-116.002239,2470546
6067,CA,"Sacramento County, CA",71891,30.4,38.45001,-121.340441,1552058
6069,CA,"San Benito County, CA",84209,19.7,36.6107,-121.085296,62808
6071,CA,"San Bernardino County, CA",67398,20.3,34.85722,-116.181197,2180085
6073,CA,"San Diego County, CA",83576,38.1,33.0236,-116.776117,3338330
6075,CA,"San Francisco County/city, CA",121795,57.1,37.72724,-123.032229,881549
6077,CA,"San Joaquin County, CA",68458,18.4,37.93503,-121.272237,762148
6079,CA,"San Luis Obispo County, CA",76599,34.6,35.38523,-120.44754,283111
6081,CA,"San Mateo County, CA",135234,49.9,37.41466,-122.371542,766573
6083,CA,"Santa Barbara County, CA",74530,33.8,34.53738,-120.038485,446499
6085,CA,"Santa Clara County, CA",132444,51.3,37.22078,-121.690622,1927852
6087,CA,"Santa Cruz County, CA",85770,40,37.01249,-122.007205,273213
6089,CA,"Shasta County, CA",61464,22.2,40.76052,-122.04355,180080
6091,CA,"Sierra County, CA",55862,18.7,39.57693,-120.521993,3005
6093,CA,"Siskiyou County, CA",45954,22.5,41.58799,-122.533287,43539
6095,CA,"Solano County, CA",85704,26.2,38.26723,-121.939594,447643
6097,CA,"Sonoma County, CA",87084,34.9,38.53257,-122.945194,494336
6099,CA,"Stanislaus County, CA",62761,16.9,37.56238,-121.002656,550660
6101,CA,"Sutter County, CA",60910,17.7,39.03526,-121.702758,96971
6103,CA,"Tehama County, CA",51672,15.5,40.12616,-122.232276,65084
6105,CA,"Trinity County, CA",43881,19.7,40.64772,-123.114404,12285
6107,CA,"Tulare County, CA",56776,14.3,36.23045,-118.780542,466195
6109,CA,"Tuolumne County, CA",64729,20,38.02145,-119.964708,54478
6111,CA,"Ventura County, CA",91446,33.1,34.35874,-119.133143,846006
6113,CA,"Yolo County, CA",70951,41.6,38.67927,-121.903178,220500
6115,CA,"Yuba County, CA",56607,16.7,39.27003,-121.34428,78668
8001,CO,"Adams County, CO",75341,23.6,39.87433,-104.331872,517421
8003,CO,"Alamosa County, CO",38213,26.1,37.56844,-105.788041,16233
8005,CO,"Arapahoe County, CO",82364,42.2,39.64463,-104.331733,656590
8007,CO,"Archuleta County, CO",57604,38.9,37.2024,-107.050863,14029
8009,CO,"Baca County, CO",38945,22.1,37.30314,-102.535457,3581
8011,CO,"Bent County, CO",35764,12.4,37.93189,-103.077584,5577
8013,CO,"Boulder County, CO",88341,60.8,40.09483,-105.398382,326196
8014,CO,"Broomfield County/city, CO",106892,55.5,39.95338,-105.052125,70465
8015,CO,"Chaffee County, CO",60331,33.5,38.73825,-106.316972,20356
8017,CO,"Cheyenne County, CO",52337,20,38.83539,-102.604585,1831
8019,CO,"Clear Creek County, CO",79900,46.5,39.6894,-105.670791,9700
8021,CO,"Conejos County, CO",40944,20.2,37.21341,-106.176447,8205
8023,CO,"Costilla County, CO",34731,19.1,37.27755,-105.42894,3887
8025,CO,"Crowley County, CO",38224,9.6,38.32196,-103.787562,6061
8027,CO,"Custer County, CO",57381,36.9,38.10199,-105.373515,5068
8029,CO,"Delta County, CO",51525,21.2,38.86176,-107.864757,31162
8031,CO,"Denver County/city, CO",75456,47.9,39.76185,-104.880625,727211
8033,CO,"Dolores County, CO",50232,21.3,37.7476,-108.530383,2055
8035,CO,"Douglas County, CO",123697,57.9,39.32644,-104.926199,351154
8037,CO,"Eagle County, CO",89268,48.1,39.63064,-106.692944,55127
8039,CO,"Elbert County, CO",101733,35.9,39.31082,-104.117928,26729
8041,CO,"El Paso County, CO",72675,37.9,38.82738,-104.527472,720403
8043,CO,"Fremont County, CO",52239,18.2,38.45566,-105.421438,47839
8045,CO,"Garfield County, CO",73788,30,39.59935,-107.90978,60061
8047,CO,"Gilpin County, CO",74806,38.7,39.86108,-105.528947,6243
8049,CO,"Grand County, CO",71029,37.8,40.12329,-106.095876,15734
8051,CO,"Gunnison County, CO",60408,55.3,38.66968,-107.078108,17462
8053,CO,"Hinsdale County, CO",61391,43.9,37.81163,-107.383405,820
8055,CO,"Huerfano County, CO",39955,21.4,37.68782,-104.959928,6897
8057,CO,"Jackson County, CO",53577,16.8,40.66343,-106.329248,1392
8059,CO,"Jefferson County, CO",89696,44.1,39.58646,-105.245601,582881
8061,CO,"Kiowa County, CO",46901,21.5,38.38847,-102.75621,1406
8063,CO,"Kit Carson County, CO",42951,18.9,39.30534,-102.603023,7097
8065,CO,"Lake County, CO",56850,34,39.20432,-106.349696,8127
8067,CO,"La Plata County, CO",77829,43.9,37.28737,-107.839718,56221
8069,CO,"Larimer County, CO",75332,46.3,40.66309,-105.482131,356899
8071,CO,"Las Animas County, CO",43452,19.7,37.31883,-104.04411,14506
8073,CO,"Lincoln County, CO",43077,12.8,38.99374,-103.507555,5701
8075,CO,"Logan County, CO",58429,20.5,40.72809,-103.090464,22409
8077,CO,"Mesa County, CO",60249,27.4,39.01949,-108.461837,154210
8079,CO,"Mineral County, CO",63015,39.9,37.65148,-106.9323,769
8081,CO,"Moffat County, CO",63232,17.1,40.57398,-108.204521,13283
8083,CO,"Montezuma County, CO",52641,28.6,37.33803,-108.595786,26183
8085,CO,"Montrose County, CO",50707,23.9,38.41343,-108.263042,42758
8087,CO,"Morgan County, CO",57535,17.6,40.26235,-103.807092,29068
8089,CO,"Otero County, CO",43723,17.7,37.88417,-103.72126,18278
8091,CO,"Ouray County, CO",72836,48.6,38.1506,-107.767133,4952
8093,CO,"Park County, CO",77221,30.2,39.11891,-105.717648,18845
8095,CO,"Phillips County, CO",53432,25.5,40.59471,-102.345105,4265
8097,CO,"Pitkin County, CO",92820,63.1,39.21753,-106.915943,17767
8099,CO,"Prowers County, CO",47051,17.4,37.95818,-102.392161,12172
8101,CO,"Pueblo County, CO",51075,22,38.17066,-104.489893,168424
8103,CO,"Rio Blanco County, CO",65960,20.2,39.97261,-108.200685,6324
8105,CO,"Rio Grande County, CO",48496,23.7,37.48576,-106.453214,11267
8107,CO,"Routt County, CO",87691,50.4,40.48316,-106.985289,25638
8109,CO,"Saguache County, CO",37004,22.9,38.03395,-106.246675,6824
8111,CO,"San Juan County, CO",50524,34.5,37.78108,-107.670257,728
8113,CO,"San Miguel County, CO",77209,56.7,38.00937,-108.427326,8179
8115,CO,"Sedgwick County, CO",42808,20.8,40.87157,-102.355358,2248
8117,CO,"Summit County, CO",86570,51,39.62102,-106.137555,31011
8119,CO,"Teller County, CO",70599,34,38.87199,-105.182552,25388
8121,CO,"Washington County, CO",53263,16.2,39.96541,-103.209605,4908
8123,CO,"Weld County, CO",78160,26.7,40.55579,-104.383649,324492
8125,CO,"Yuma County, CO",52841,22.1,40.00063,-102.422649,10019
9001,CT,"Fairfield County, CT",96966,47.4,41.2281,-73.366757,943332
9003,CT,"Hartford County, CT",75336,37.8,41.80605,-72.732916,891720
9005,CT,"Litchfield County, CT",81015,35.1,41.7919,-73.235428,180333
9007,CT,"Middlesex County, CT",81721,41.5,41.43453,-72.524227,162436
9009,CT,"New Haven County, CT",69687,34.9,41.34972,-72.900204,854757
9011,CT,"New London County, CT",75226,33.3,41.47863,-72.103452,265206
9013,CT,"Tolland County, CT",90181,41.2,41.85808,-72.340977,150721
9015,CT,"Windham County, CT",63309,24.1,41.825,-71.990702,116782
10001,DE,"Kent County, DE",58804,23.6,39.09709,-75.502982,180786
10003,DE,"New Castle County, DE",76076,35.9,39.57592,-75.644132,558753
10005,DE,"Sussex County, DE",64839,26.5,38.67751,-75.335495,234225
11001,DC,District of Columbia,90395,57.6,38.90415,-77.017094,705749
12001,FL,"Alachua County, FL",49880,42.5,29.67574,-82.357221,269043
12003,FL,"Baker County, FL",60454,13.4,30.32444,-82.302284,29210
12005,FL,"Bay County, FL",58376,22.8,30.23756,-85.631348,174705
12007,FL,"Bradford County, FL",47509,10.6,29.94693,-82.166796,28201
12009,FL,"Brevard County, FL",57582,29.3,28.29828,-80.700384,601942
12011,FL,"Broward County, FL",61429,31.9,26.19352,-80.476658,1952778
12013,FL,"Calhoun County, FL",41399,9.9,30.3888,-85.197916,14105
12015,FL,"Charlotte County, FL",54756,23.2,26.86883,-81.940858,188910
12017,FL,"Citrus County, FL",49762,17.6,28.84363,-82.524796,149657
12019,FL,"Clay County, FL",75776,24.1,29.98712,-81.858147,219252
12021,FL,"Collier County, FL",76415,36.2,26.11871,-81.400884,384902
12023,FL,"Columbia County, FL",47087,15.6,30.22131,-82.623127,71686
12027,FL,"DeSoto County, FL",41673,11.4,27.19058,-81.806253,38001
12029,FL,"Dixie County, FL",39793,9.4,29.5809,-83.195666,16826
12031,FL,"Duval County, FL",58339,29.2,30.33525,-81.648113,957755
12033,FL,"Escambia County, FL",52822,26.4,30.61166,-87.33904,318316
12035,FL,"Flagler County, FL",62831,24.4,29.47489,-81.286362,115081
12037,FL,"Franklin County, FL",47504,17.1,29.81018,-84.799174,12125
12039,FL,"Gadsden County, FL",42975,16.7,30.57917,-84.612783,45660
12041,FL,"Gilchrist County, FL",46171,14.2,29.72346,-82.795801,18582
12043,FL,"Glades County, FL",45412,9.9,26.95481,-81.19082,13811
12045,FL,"Gulf County, FL",53228,17.7,29.90726,-85.256537,13639
12047,FL,"Hamilton County, FL",39241,9.3,30.4911,-82.951049,14428
12049,FL,"Hardee County, FL",41430,10.4,27.49285,-81.82158,26937
12051,FL,"Hendry County, FL",45107,8.2,26.53934,-81.151584,42022
12053,FL,"Hernando County, FL",50705,17.5,28.56791,-82.464835,193920
12055,FL,"Highlands County, FL",45723,17,27.34263,-81.340921,106221
12057,FL,"Hillsborough County, FL",61133,32.7,27.90659,-82.349568,1471968
12059,FL,"Holmes County, FL",38874,10.3,30.86622,-85.812959,19617
12061,FL,"Indian River County, FL",61173,28.3,27.70064,-80.574803,159923
12063,FL,"Jackson County, FL",40543,13.4,30.78781,-85.210374,46414
12065,FL,"Jefferson County, FL",47192,22,30.42456,-83.890859,14246
12067,FL,"Lafayette County, FL",45480,15.8,29.99007,-83.17851,8422
12069,FL,"Lake County, FL",57660,22.7,28.76411,-81.712282,367118
12071,FL,"Lee County, FL",62364,27.8,26.55213,-81.89225,770577
12073,FL,"Leon County, FL",55081,45.7,30.45931,-84.2778,293582
12075,FL,"Levy County, FL",41405,12.6,29.28441,-82.783483,41503
12077,FL,"Liberty County, FL",44236,12.7,30.25985,-84.868581,8354
12079,FL,"Madison County, FL",37919,13.8,30.44723,-83.470437,18493
12081,FL,"Manatee County, FL",64151,29.3,27.48139,-82.365784,403253
12083,FL,"Marion County, FL",49079,19.4,29.20281,-82.0431,365579
12085,FL,"Martin County, FL",70806,33,27.07995,-80.398211,161000
12086,FL,"Miami-Dade County, FL",54991,28.8,25.61049,-80.499045,2716940
12087,FL,"Monroe County, FL",67528,33.3,25.60104,-81.206777,74228
12089,FL,"Nassau County, FL",72818,28.2,30.60593,-81.764929,88625
12091,FL,"Okaloosa County, FL",63520,30.6,30.66586,-86.594194,210738
12093,FL,"Okeechobee County, FL",45225,11.4,27.38559,-80.887388,42168
12095,FL,"Orange County, FL",63133,33.8,28.51444,-81.323295,1393452
12097,FL,"Osceola County, FL",52270,20.5,28.05903,-81.139312,375751
12099,FL,"Palm Beach County, FL",66621,35.7,26.64576,-80.448673,1496770
12101,FL,"Pasco County, FL",55745,23.4,28.30202,-82.455707,553947
12103,FL,"Pinellas County, FL",56708,31,27.90312,-82.739518,974996
12105,FL,"Polk County, FL",51817,20,27.95312,-81.692783,724777
