Index,County,State,CountyID,LargestList,BestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_count,unemployment_rate,perc_age_25_39,,Largest,Best
671,Baldwin,AL,1003,FALSE,FALSE,59871,59871,140.4178178,0.1835,0.515,0.047,3,2.7,0.173,,,
674,Baldwin,AL,1003,FALSE,FALSE,59871,59871,140.4178178,0.1835,0.515,0.047,3,2.7,0.173,,,
687,Baldwin,AL,1003,FALSE,FALSE,59871,59871,140.4178178,0.1835,0.515,0.047,3,2.7,0.173,,,
684,Calhoun,AL,1015,FALSE,FALSE,47747,47747,187.50784,-0.0437,0.52,0.041,1,3.5,0.1924,,,
672,Etowah,AL,1055,FALSE,FALSE,43047,43047,191.1583559,-0.0211,0.516,0.041,1,3.3,0.1814,,,
700,Jackson,AL,1071,FALSE,FALSE,44322,44322,47.8964029,-0.031,0.509,0.031,1,3.3,0.1716,,,
0,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
1,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
675,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
677,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
678,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
682,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
688,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
689,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
690,Jefferson,AL,1073,FALSE,FALSE,54127,54127,592.627754,0.0002,0.527,0.041,9,2.9,0.2124,,,
680,Lauderdale,AL,1077,FALSE,FALSE,48188,48188,138.8788627,0.0002,0.52,0.029,2,3.3,0.1756,,,
703,Lauderdale,AL,1077,FALSE,FALSE,48188,48188,138.8788627,0.0002,0.52,0.029,2,3.3,0.1756,,,
697,Lee,AL,1081,FALSE,FALSE,54160,54160,270.8349793,0.1477,0.509,0.037,1,2.7,0.204,,,
2,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
673,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
683,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
692,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
693,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
695,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
698,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
699,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
704,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
6156,Madison,AL,1089,FALSE,FALSE,68609,68609,465.2099008,0.1022,0.511,0.052,10,2.5,0.2063,,,
694,Marshall,AL,1095,FALSE,FALSE,48913,48913,171.026541,0.0388,0.507,0.147,1,2.5,0.1837,,,
681,Mobile,AL,1097,FALSE,FALSE,49492,49492,336.0974757,0.0005,0.525,0.03,4,3.7,0.2026,,,
691,Mobile,AL,1097,FALSE,FALSE,49492,49492,336.0974757,0.0005,0.525,0.03,4,3.7,0.2026,,,
696,Mobile,AL,1097,FALSE,FALSE,49492,49492,336.0974757,0.0005,0.525,0.03,4,3.7,0.2026,,,
701,Mobile,AL,1097,FALSE,FALSE,49492,49492,336.0974757,0.0005,0.525,0.03,4,3.7,0.2026,,,
6155,Montgomery,AL,1101,FALSE,FALSE,52711,52711,288.7942192,-0.0127,0.53,0.037,1,3.1,0.2095,,,
685,Morgan,AL,1103,FALSE,FALSE,54355,54355,206.5792449,0.0016,0.508,0.087,1,2.6,0.1842,,,
676,Russell,AL,1113,FALSE,FALSE,43670,43670,90.4030321,0.0865,0.521,0.058,1,2.9,0.2164,,,
702,Shelby,AL,1117,FALSE,FALSE,77801,77801,277.3521206,0.1039,0.517,0.058,1,2.2,0.1882,,,
35,Tuscaloosa,AL,1125,FALSE,FALSE,52307,52307,158.3916838,0.0702,0.519,0.04,3,2.7,0.2105,,,
679,Tuscaloosa,AL,1125,FALSE,FALSE,52307,52307,158.3916838,0.0702,0.519,0.04,3,2.7,0.2105,,,
686,Tuscaloosa,AL,1125,FALSE,FALSE,52307,52307,158.3916838,0.0702,0.519,0.04,3,2.7,0.2105,,,
705,Walker,AL,1127,FALSE,FALSE,45991,45991,80.28518994,-0.0551,0.512,0.026,2,3.3,0.1752,,,
706,Walker,AL,1127,FALSE,FALSE,45991,45991,80.28518994,-0.0551,0.512,0.026,2,3.3,0.1752,,,
713,Anchorage,AK,2020,FALSE,TRUE,82512,82512,168.9463672,-0.0133,0.491,0.094,12,5.1,0.2482,,,x
719,Chugach,AK,2063,FALSE,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
721,Fairbanks North Star,AK,2090,FALSE,FALSE,74076,74076,13.19790701,-0.0076,0.462,0.082,3,5.4,0.2576,,,
730,Fairbanks North Star,AK,2090,FALSE,FALSE,74076,74076,13.19790701,-0.0076,0.462,0.082,3,5.4,0.2576,,,
733,Fairbanks North Star,AK,2090,FALSE,FALSE,74076,74076,13.19790701,-0.0076,0.462,0.082,3,5.4,0.2576,,,
720,Haines,AK,2100,FALSE,FALSE,62548,62548,1.091175709,0.0087,0.502,0.036,1,8.9,0.1628,,,
723,Hoonah-Angoon,AK,2105,FALSE,FALSE,53141,53141,0.285451729,-0.0009,0.468,0.06,1,11.4,0.1457,,,
712,Juneau,AK,2110,TRUE,FALSE,85419,85419,11.83375889,0.0219,0.491,0.07,3,4.4,0.2276,,x,
715,Kenai Peninsula,AK,2122,FALSE,FALSE,68625,68625,3.652055438,0.0563,0.478,0.043,3,6.8,0.1902,,,
725,Kenai Peninsula,AK,2122,FALSE,FALSE,68625,68625,3.652055438,0.0563,0.478,0.043,3,6.8,0.1902,,,
734,Kenai Peninsula,AK,2122,FALSE,FALSE,68625,68625,3.652055438,0.0563,0.478,0.043,3,6.8,0.1902,,,
724,Ketchikan Gateway,AK,2130,FALSE,FALSE,75706,75706,2.86122179,0.0305,0.489,0.056,2,6.2,0.2124,,,
6157,Ketchikan Gateway,AK,2130,FALSE,FALSE,75706,75706,2.86122179,0.0305,0.489,0.056,2,6.2,0.2124,,,
727,Kodiak Island,AK,2150,FALSE,FALSE,79669,79669,1.984555038,-0.0457,0.469,0.086,1,5.6,0.2426,,,
3,Matanuska-Susitna,AK,2170,FALSE,FALSE,75856,75856,4.40171688,0.1784,0.481,0.052,2,6.9,0.2159,,,
728,Matanuska-Susitna,AK,2170,FALSE,FALSE,75856,75856,4.40171688,0.1784,0.481,0.052,2,6.9,0.2159,,,
707,Sitka,AK,2220,FALSE,FALSE,80660,80660,2.958883951,-0.0457,0.49,0.074,1,4.2,0.2231,,,
710,Skagway,AK,2230,FALSE,FALSE,74898,74898,2.615376112,0.1817,0.476,0.067,2,9.2,0.2933,,,
726,Skagway,AK,2230,FALSE,FALSE,74898,74898,2.615376112,0.1817,0.476,0.067,2,9.2,0.2933,,,
709,Yukon-Koyukuk,AK,2290,FALSE,FALSE,42063,42063,0.035943834,-0.0685,0.472,0.031,1,14,0.1956,,,
751,Cochise,AZ,4003,FALSE,FALSE,48650,48650,20.42301835,-0.0431,0.494,0.357,3,5.7,0.1853,,,
787,Cochise,AZ,4003,FALSE,FALSE,48650,48650,20.42301835,-0.0431,0.494,0.357,3,5.7,0.1853,,,
821,Cochise,AZ,4003,FALSE,FALSE,48650,48650,20.42301835,-0.0431,0.494,0.357,3,5.7,0.1853,,,
10,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
738,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
743,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
763,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
771,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
780,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
783,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
800,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
802,Coconino,AZ,4005,FALSE,FALSE,58301,58301,7.705939427,0.0631,0.507,0.143,9,5.5,0.1996,,,
6,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
7,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
12,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
13,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
14,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
15,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
736,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
737,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
740,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
744,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
745,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
746,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
747,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
756,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
758,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
759,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
760,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
764,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
765,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
766,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
767,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
768,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
770,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
772,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
774,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
777,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
778,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
781,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
782,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
784,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
785,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
786,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
788,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
789,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
796,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
797,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
801,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
807,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
808,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
809,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
812,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
813,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
814,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
815,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
816,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
817,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
818,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
819,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
820,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
822,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
823,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
824,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
6180,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
6181,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
6193,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
6194,Maricopa,AZ,4013,FALSE,FALSE,68634,68634,487.537422,0.149,0.506,0.314,56,4,0.2145,,,
11,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
748,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
750,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
753,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
762,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
795,Mohave,AZ,4015,FALSE,FALSE,49712,49712,15.94017437,0.0565,0.494,0.169,6,5.7,0.1499,,,
739,Navajo,AZ,4017,FALSE,FALSE,40676,40676,11.14766791,0.0313,0.5,0.115,2,7.3,0.1776,,,
